TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,TEAM_ABBREVIATION,G,WIDE_OPEN_FGA_FREQUENCY,WIDE_OPEN_FGM,WIDE_OPEN_FGA,WIDE_OPEN_FG_PCT,WIDE_OPEN_EFG_PCT,WIDE_OPEN_FG2A_FREQUENCY,WIDE_OPEN_FG2M,WIDE_OPEN_FG2A,WIDE_OPEN_FG2_PCT,WIDE_OPEN_FG3A_FREQUENCY,WIDE_OPEN_FG3M,WIDE_OPEN_FG3A,WIDE_OPEN_FG3_PCT,OPEN_FGA_FREQUENCY,OPEN_FGM,OPEN_FGA,OPEN_FG_PCT,OPEN_EFG_PCT,OPEN_FG2A_FREQUENCY,OPEN_FG2M,OPEN_FG2A,OPEN_FG2_PCT,OPEN_FG3A_FREQUENCY,OPEN_FG3M,OPEN_FG3A,OPEN_FG3_PCT
1610612747,Los Angeles Lakers,82,47,35,0.573,48.4,114.8,34.9,0.725,7.4,5.5,17.0,14.9,16.2,51.3,1,12,12,12,3,17,2,11,19,11,19,27,27,21,LAL,81,0.273,10.93,25.2,0.434,0.605,0.039,2.27,3.56,0.639,0.234,8.65,21.64,0.4,0.267,11.48,24.63,0.466,0.55,0.14,7.33,12.96,0.566,0.126,4.15,11.67,0.356
1610612748,Miami Heat,82,46,36,0.561,48.2,111.5,33.0,0.734,7.5,3.4,15.8,13.2,13.0,46.4,1,16,16,16,21,5,16,3,15,30,13,7,5,3,MIA,82,0.233,8.59,20.0,0.43,0.602,0.031,1.72,2.65,0.647,0.202,6.88,17.35,0.396,0.294,10.51,25.25,0.416,0.512,0.119,5.68,10.22,0.556,0.175,4.83,15.02,0.321
1610612749,Milwaukee Bucks,82,49,33,0.598,48.3,115.0,34.8,0.731,6.8,5.0,15.0,13.7,13.6,51.0,1,8,8,8,10,19,3,4,26,15,6,12,10,19,MIL,82,0.25,9.59,22.94,0.418,0.571,0.045,2.57,4.11,0.626,0.205,7.01,18.83,0.372,0.277,12.02,25.49,0.472,0.555,0.145,7.79,13.29,0.586,0.133,4.23,12.2,0.347
1610612750,Minnesota Timberwolves,82,56,26,0.683,48.3,108.4,34.2,0.725,7.9,6.1,16.3,12.7,13.2,46.1,1,4,4,4,10,1,5,9,6,5,15,4,6,2,MIN,82,0.23,8.04,19.9,0.404,0.557,0.04,1.94,3.5,0.554,0.189,6.1,16.4,0.372,0.294,11.22,25.5,0.44,0.519,0.157,7.17,13.6,0.527,0.137,4.05,11.9,0.34
1610612751,Brooklyn Nets,82,32,50,0.39,48.3,115.4,32.6,0.715,6.8,5.2,15.4,14.0,15.6,48.3,1,22,22,22,10,20,20,19,28,12,9,17,25,11,BKN,79,0.253,9.85,22.37,0.44,0.615,0.035,2.01,3.13,0.644,0.218,7.84,19.24,0.407,0.284,11.03,25.09,0.439,0.526,0.14,6.68,12.42,0.538,0.143,4.34,12.67,0.343
1610612752,New York Knicks,82,50,32,0.61,48.1,112.4,32.5,0.729,7.5,4.1,14.9,12.3,13.8,46.9,1,6,6,6,23,9,21,6,17,29,5,3,13,6,NYK,82,0.231,8.77,19.65,0.446,0.619,0.034,1.98,2.87,0.689,0.197,6.79,16.78,0.405,0.286,10.4,24.32,0.428,0.519,0.129,5.98,10.98,0.544,0.157,4.43,13.34,0.332
1610612753,Orlando Magic,82,47,35,0.573,48.2,110.8,31.8,0.737,8.2,5.2,16.4,12.1,14.5,47.5,1,12,12,12,17,3,25,2,5,13,16,2,19,8,ORL,82,0.229,8.32,19.22,0.433,0.59,0.039,2.27,3.27,0.694,0.19,6.05,15.95,0.379,0.297,11.15,24.91,0.447,0.537,0.146,6.66,12.26,0.543,0.151,4.49,12.66,0.355
1610612754,Indiana Pacers,82,47,35,0.573,48.1,117.6,31.4,0.7,7.7,5.9,15.8,14.8,13.7,58.4,1,12,12,12,26,24,28,26,11,8,12,26,11,30,IND,82,0.184,7.18,16.49,0.436,0.601,0.03,1.74,2.66,0.656,0.155,5.44,13.83,0.393,0.286,12.46,25.61,0.487,0.568,0.157,8.29,14.01,0.592,0.13,4.17,11.6,0.36
1610612755,Philadelphia 76ers,82,47,35,0.573,48.2,113.0,31.9,0.701,8.5,6.0,14.4,13.6,15.4,50.1,1,12,12,12,17,11,23,25,1,6,2,11,24,17,PHI,81,0.24,8.63,20.75,0.416,0.575,0.038,2.01,3.26,0.617,0.202,6.62,17.49,0.378,0.264,10.51,22.81,0.46,0.551,0.127,6.37,10.96,0.581,0.137,4.14,11.85,0.349
1610612756,Phoenix Suns,82,49,33,0.598,48.2,113.7,33.9,0.714,7.4,6.0,18.2,14.0,14.4,49.7,1,8,8,8,17,13,7,20,18,6,25,19,16,14,PHX,81,0.245,9.53,22.16,0.43,0.592,0.039,2.31,3.53,0.656,0.206,7.21,18.64,0.387,0.282,11.5,25.51,0.451,0.543,0.136,6.78,12.28,0.552,0.146,4.73,13.24,0.357
1610612757,Portland Trail Blazers,82,21,61,0.256,48.5,116.6,30.1,0.697,7.6,4.3,19.1,14.2,17.0,53.5,1,27,27,27,2,23,30,28,12,27,28,22,29,24,POR,81,0.242,8.99,20.99,0.428,0.584,0.042,2.46,3.64,0.675,0.2,6.53,17.35,0.377,0.282,11.2,24.44,0.458,0.545,0.136,6.96,11.77,0.592,0.146,4.23,12.68,0.334
1610612758,Sacramento Kings,82,46,36,0.561,48.4,114.4,33.2,0.744,7.6,4.2,16.5,10.9,11.7,48.9,1,16,16,16,3,14,15,1,13,28,17,1,2,13,SAC,82,0.229,8.89,19.83,0.448,0.636,0.026,1.44,2.23,0.645,0.203,7.45,17.6,0.423,0.265,10.56,22.89,0.461,0.559,0.123,6.11,10.6,0.577,0.142,4.45,12.29,0.362
1610612759,San Antonio Spurs,82,22,60,0.268,48.4,115.6,33.9,0.721,7.1,6.3,18.6,14.2,14.5,54.8,1,26,26,26,7,21,8,13,22,3,27,23,17,28,SAS,81,0.253,10.14,23.35,0.434,0.595,0.042,2.63,3.9,0.674,0.211,7.51,19.44,0.386,0.274,12.15,25.33,0.48,0.566,0.149,7.78,13.72,0.567,0.126,4.37,11.62,0.376
1610612760,Oklahoma City Thunder,82,57,25,0.695,48.3,111.0,33.2,0.698,8.5,6.6,14.8,15.3,12.5,47.0,1,2,2,2,10,4,12,27,1,1,3,28,3,7,OKC,82,0.24,8.76,21.46,0.408,0.578,0.026,1.48,2.3,0.64,0.215,7.28,19.16,0.38,0.267,10.34,23.87,0.433,0.532,0.114,5.61,10.16,0.552,0.154,4.73,13.71,0.345
1610612761,Toronto Raptors,82,25,57,0.305,48.3,118.1,31.8,0.694,7.7,4.7,17.2,15.6,14.5,54.3,1,25,25,25,10,26,26,29,10,19,23,29,18,26,TOR,81,0.247,9.64,22.46,0.429,0.602,0.036,1.9,3.26,0.583,0.211,7.74,19.2,0.403,0.275,11.64,25.0,0.466,0.563,0.127,6.79,11.59,0.586,0.147,4.85,13.41,0.362
1610612762,Utah Jazz,82,31,51,0.378,48.3,119.6,33.2,0.717,6.5,5.6,19.3,14.4,18.4,51.8,1,23,23,23,10,30,12,18,29,9,29,25,30,22,UTA,81,0.266,10.99,24.35,0.451,0.629,0.038,2.35,3.51,0.669,0.228,8.64,20.84,0.415,0.277,12.16,25.35,0.48,0.575,0.137,7.32,12.53,0.584,0.14,4.84,12.81,0.378
1610612763,Memphis Grizzlies,82,27,55,0.329,48.2,113.7,31.7,0.706,8.2,6.1,18.5,14.0,15.1,48.1,1,24,24,24,17,12,27,23,4,4,26,17,22,10,MEM,82,0.274,10.12,23.7,0.427,0.599,0.035,1.98,3.06,0.645,0.238,8.15,20.63,0.395,0.251,10.46,21.73,0.481,0.58,0.12,6.2,10.41,0.595,0.131,4.27,11.32,0.377
1610612764,Washington Wizards,82,15,67,0.183,48.1,118.9,31.9,0.683,7.6,5.1,17.1,16.4,15.1,58.4,1,29,29,29,23,28,24,30,14,14,20,30,23,29,WAS,82,0.22,9.04,20.43,0.442,0.603,0.035,2.48,3.29,0.752,0.185,6.56,17.13,0.383,0.28,12.11,25.95,0.467,0.555,0.14,7.55,12.99,0.581,0.14,4.56,12.96,0.352
1610612765,Detroit Pistons,82,14,68,0.171,48.2,118.0,32.8,0.73,6.5,4.7,19.6,13.9,14.2,54.5,1,30,30,30,21,25,18,5,30,20,30,16,14,27,DET,81,0.216,8.17,19.2,0.426,0.587,0.033,1.96,2.91,0.674,0.183,6.21,16.28,0.381,0.283,12.14,25.12,0.483,0.581,0.136,7.21,12.05,0.598,0.147,4.93,13.07,0.377
1610612766,Charlotte Hornets,82,21,61,0.256,48.1,119.2,31.0,0.709,6.9,4.5,17.1,14.1,13.8,52.5,1,27,27,27,23,29,29,22,25,25,20,21,12,23,CHA,81,0.249,9.63,21.8,0.442,0.619,0.034,1.91,2.94,0.651,0.215,7.72,18.86,0.409,0.284,11.37,24.86,0.457,0.551,0.129,6.69,11.31,0.592,0.155,4.68,13.56,0.345
